DATE,AFDIS,AFRICAN SUN,ART ZDR,ARISTON,AXIA,BAT,CAFCA,CBZ,CFI,DAIRIBORD,DELTA,ECOCASH,ECONET,EDGARS,FBCH,FIDELITY,FCA/BARCLAYS,(fml)/AFRE,FMP,GB HOLDINGS,GET BUCKS,HIPPO,INNSCOR,LAFARGE CEMENT,MASH  HLDS,MASIMBA,MEDTECH,MEDTECH CLASS B,MEIK,NAMPAK,NATFOODS,N T S,N.M.B,OK ZIMBABWE,PROPLASTICS,R T G,RIOZIM,SEED-CO,SIMBISA,STAR AFRICA,TANGANDA,TRUWORTHS,T. S. L,TURNALL,UNIFREIGHT,WILLDALE,ZBFH,ZECO,ZIMPAPERS,ZIMPLOW,ZIMRE
17-Feb-22,138.3489,8.1174,10.8088,3.5070,69.9643,2964.8500,170.0000,90.6000,102.0000,34.3611,231.4259,79.7261,133.6751,5.2000,31.0333,11.0000,3.7718,22.2000,7.3600,1.5929,5.0000,330.0000,266.4423,82.0500,3.2566,50.0000,23.0000,32.0000,141.0000,12.5000,1698.0180,6.7200,12.1500,35.0360,27.5000,7.4750,50.0000,210.0000,171.1883,1.5975,76.1731,2.2000,80.0000,5.1861,24.0500,3.2111,65.1301,0.0200,3.0306,21.5962,3.7397
18-Feb-22,143.7297,8.5000,11.5000,3.3917,70.0000,2964.8500,170.0000,92.9803,102.0000,35.0000,235.7126,79.9485,139.9787,5.4647,31.0333,11.0000,3.8178,21.0000,7.3700,1.5632,5.0000,330.0000,267.5114,82.0500,3.2515,50.0000,23.0000,32.0000,141.0000,12.5000,1799.5050,6.7200,12.0119,35.0000,27.5000,7.4518,50.0000,194.3000,174.9068,1.7693,76.1731,2.0000,80.0000,5.1861,24.0500,3.0383,65.0000,0.0200,3.0257,22.0000,3.6587
19-Feb-22,143.7297,8.5000,11.5000,3.3917,70.0000,2964.8500,170.0000,92.9803,102.0000,35.0000,235.7126,79.9485,139.9787,5.4647,31.0333,11.0000,3.8178,21.0000,7.3700,1.5632,5.0000,330.0000,267.5114,82.0500,3.2515,50.0000,23.0000,32.0000,141.0000,12.5000,1799.5050,6.7200,12.0119,35.0000,27.5000,7.4518,50.0000,194.3000,174.9068,1.7693,76.1731,2.0000,80.0000,5.1861,24.0500,3.0383,65.0000,0.0200,3.0257,22.0000,3.6587
20-Feb-22,143.7297,8.5000,11.5000,3.3917,70.0000,2964.8500,170.0000,92.9803,102.0000,35.0000,235.7126,79.9485,139.9787,5.4647,31.0333,11.0000,3.8178,21.0000,7.3700,1.5632,5.0000,330.0000,267.5114,82.0500,3.2515,50.0000,23.0000,32.0000,141.0000,12.5000,1799.5050,6.7200,12.0119,35.0000,27.5000,7.4518,50.0000,194.3000,174.9068,1.7693,76.1731,2.0000,80.0000,5.1861,24.0500,3.0383,65.0000,0.0200,3.0257,22.0000,3.6587
21-Feb-22,143.7297,8.5000,11.5000,3.3917,70.0000,2964.8500,170.0000,92.9803,102.0000,35.0000,235.7126,79.9485,139.9787,5.4647,31.0333,11.0000,3.8178,21.0000,7.3700,1.5632,5.0000,330.0000,267.5114,82.0500,3.2515,50.0000,23.0000,32.0000,141.0000,12.5000,1799.5050,6.7200,12.0119,35.0000,27.5000,7.4518,50.0000,194.3000,174.9068,1.7693,76.1731,2.0000,80.0000,5.1861,24.0500,3.0383,65.0000,0.0200,3.0257,22.0000,3.6587
22-Feb-22,145.2351,8.5000,11.1200,3.3344,69.3182,2964.8500,170.0000,90.7053,102.0000,35.0000,234.5738,79.0134,142.1940,5.4647,30.0102,11.0000,3.9231,21.0159,7.5000,1.5656,5.0000,330.0000,267.5000,82.0500,3.2907,50.0000,23.0000,32.0000,141.0015,12.4647,1799.5050,7.0000,12.0119,34.5637,27.1250,7.4591,50.0000,191.8786,171.5534,1.6369,75.9000,2.0000,75.0000,5.1861,24.0500,3.0263,65.0000,0.0200,2.8667,22.4063,3.6056
23-Feb-22,170.0000,7.8755,11.0000,3.2051,63.8443,2964.8500,170.0000,90.5714,102.0000,33.2396,233.3458,75.1691,138.7643,5.4000,30.3896,11.0000,3.9186,21.1053,6.0000,1.8294,5.0000,339.6104,267.5421,85.0419,3.3000,49.7188,22.0000,32.0000,141.0130,12.4742,1799.5050,7.0000,12.0500,31.9710,30.0000,7.4500,50.0000,193.4875,175.1134,1.7245,76.5402,2.0000,75.0000,5.1861,24.0500,3.0056,65.0000,0.0200,2.8745,21.8333,3.6055
24-Feb-22,170.0000,7.7654,11.0000,3.2557,60.0330,2964.8500,170.0000,88.9032,102.0000,34.1471,230.0329,75.0367,139.7873,4.5012,30.0053,11.0000,3.9499,21.0526,6.1507,1.8192,5.0000,340.0000,267.5025,85.0419,3.2616,45.0000,22.0000,32.0000,141.0007,12.5000,1799.5050,7.2000,12.4999,32.5349,28.9500,7.4500,50.0000,189.9995,160.7868,1.6919,76.9057,2.0000,80.0000,5.1082,26.0250,3.0000,65.0000,0.0200,2.8268,19.5114,3.8092
25-Feb-22,170.5500,7.8001,11.3333,3.4809,61.4686,2371.9000,170.0000,90.0000,102.0000,33.8200,229.9888,75.0005,139.8321,4.6525,30.0105,11.0000,3.9476,22.0000,6.1507,1.8184,5.0000,340.0000,267.7792,95.0500,3.2444,45.8735,22.0000,32.0000,139.0401,13.5000,1799.5050,8.0000,11.8610,32.4960,29.0000,7.3500,51.0646,190.0000,170.0651,1.6948,75.0052,2.0000,96.0000,5.3000,30.0000,2.8420,65.0000,0.0200,2.9525,20.0000,3.8092
26-Feb-22,170.5500,7.8001,11.3333,3.4809,61.4686,2371.9000,170.0000,90.0000,102.0000,33.8200,229.9888,75.0005,139.8321,4.6525,30.0105,11.0000,3.9476,22.0000,6.1507,1.8184,5.0000,340.0000,267.7792,95.0500,3.2444,45.8735,22.0000,32.0000,139.0401,13.5000,1799.5050,8.0000,11.8610,32.4960,29.0000,7.3500,51.0646,190.0000,170.0651,1.6948,75.0052,2.0000,96.0000,5.3000,30.0000,2.8420,65.0000,0.0200,2.9525,20.0000,3.8092
27-Feb-22,170.5500,7.8001,11.3333,3.4809,61.4686,2371.9000,170.0000,90.0000,102.0000,33.8200,229.9888,75.0005,139.8321,4.6525,30.0105,11.0000,3.9476,22.0000,6.1507,1.8184,5.0000,340.0000,267.7792,95.0500,3.2444,45.8735,22.0000,32.0000,139.0401,13.5000,1799.5050,8.0000,11.8610,32.4960,29.0000,7.3500,51.0646,190.0000,170.0651,1.6948,75.0052,2.0000,96.0000,5.3000,30.0000,2.8420,65.0000,0.0200,2.9525,20.0000,3.8092
28-Feb-22,204.6500,8.0000,12.4773,3.6239,58.2381,2846.2385,170.0000,93.1699,102.0000,34.5000,230.0559,72.0351,136.4624,5.2500,30.0000,11.0000,3.9460,21.0000,6.9540,1.7483,5.0000,340.0000,268.0000,96.0000,3.2410,52.9016,19.7500,32.0000,139.0183,13.5833,1799.5050,8.1419,12.0514,31.1710,29.9571,7.3500,52.0000,203.8889,176.2306,1.6941,75.9487,1.9963,95.0405,5.3000,30.0000,2.9003,65.0000,0.0200,2.9573,20.0030,4.0000
