DATE,AFDIS,AFRICAN SUN,ART ZDR,ARISTON,AXIA,B A T,CAFCA,CBZ,CFI,DAIRIBORD,DELTA,ECOCASH,ECONET,EDGARS,FBCH,FIDELITY,FCA/BARCLAYS,(fml)/AFRE,FMP,GB HOLDINGS,GET BUCKS,HIPPO,INNSCOR,LAFARGE CEMENT,MASH  HLDS,MASIMBA,MEDTECH,MEDTECH CLASS B,MEIK,NAMPAK,NATFOODS,N T S,N.M.B,OK ZIMBABWE,PROPLASTICS,R T G,RIOZIM,SEED-CO,SIMBISA,STAR AFRICA,TANGANDA,TRUWORTHS,T. S. L,TURNALL,UNIFREIGHT,WILLDALE,ZBFH,ZECO,ZIMPAPERS,ZIMPLOW,ZIMRE,,,,,,,,,,
28-Feb-22,204.6500,8.0000,12.4773,3.6239,58.2381,"2,846.2385",170.0000,93.1699,102.0000,34.5000,230.0559,72.0351,136.4624,5.2500,30.0000,11.0000,3.9460,21.0000,6.9540,1.7483,5.0000,340.0000,268.0000,96.0000,3.2410,52.9016,19.7500,32.0000,139.0183,13.5833,"1,799.5050",8.1419,12.0514,31.1710,29.9571,7.3500,52.0000,203.8889,176.2306,1.6941,75.9487,1.9963,95.0405,5.3000,30.0000,2.9003,65.0000,0.0200,2.9573,20.0030,4.0000,,,,,,,,,,
1-Mar-22,205.0000,7.8350,12.5887,3.5000,58.2500,"2,846.0614",170.0000,92.9182,102.0000,34.5000,231.9709,70.0456,138.5061,5.2662,30.0000,10.7000,3.9058,20.0000,6.4188,1.7445,5.0000,339.0000,285.3958,96.0000,3.1563,52.9500,20.0000,32.0000,139.0000,13.7177,"1,799.0000",8.4000,12.0716,31.8041,30.0000,7.2923,51.9702,194.9981,182.3976,1.6603,75.1085,1.9992,95.0000,5.1000,30.0000,2.9084,65.0000,0.0200,2.9738,20.7250,3.9222,,,,,,,,,,
2-Mar-22,205.0000,7.9541,13.0000,3.4123,58.0206,"2,846.0614",170.0000,91.6682,122.4000,34.5000,231.5607,71.9782,138.6675,5.2560,30.0000,10.7000,3.9099,20.0000,6.4931,1.7218,5.0000,339.0000,280.4929,96.0000,3.0000,52.9500,20.0000,32.0000,138.9706,13.7375,"1,799.0000",8.4000,12.1000,30.9936,28.0000,7.2000,51.9701,194.7284,186.0488,1.5147,76.4000,1.9900,95.0000,5.0000,30.0000,2.9111,64.9500,0.0200,2.9833,20.1313,3.9773,,,,,,,,,,
3-Mar-22,220.0000,9.0000,13.0000,3.4059,58.0992,"2,846.0614",170.0000,90.0000,122.4000,34.5514,230.7547,71.9039,138.7937,5.3779,31.0000,10.7000,3.8920,20.0000,7.0000,1.7400,5.0000,339.0000,279.8078,96.0000,3.1846,52.7979,20.0000,32.0000,138.9647,13.3800,"1,799.0000",8.4000,12.0258,30.4035,27.0000,6.0944,51.9701,194.7000,187.0837,1.5143,74.8239,1.9925,95.0000,5.0000,30.0000,3.0000,60.8250,0.0200,2.9833,20.6204,3.8179,,,,,,,,,,
4-Mar-22,220.0000,9.0000,13.0000,3.4015,58.0529,"2,846.0614",170.0000,89.9824,122.4000,34.8893,230.2652,71.0550,138.3796,5.3800,33.0000,10.7000,3.9342,19.1667,6.4923,1.7351,5.0000,339.0000,279.9484,115.2000,2.8000,50.0000,20.0000,32.0000,139.0000,13.3800,"1,798.0319",8.4000,12.0816,29.7036,30.0000,6.0000,51.9701,195.0011,184.8841,1.5001,76.2216,1.9925,111.9679,5.0000,30.0000,3.0000,65.2500,0.0200,3.0000,20.7500,3.8636,,,,,,,,,,
5-Mar-22,220.0000,9.0000,13.0000,3.4015,58.0529,"2,846.0614",170.0000,89.9824,122.4000,34.8893,230.2652,71.0550,138.3796,5.3800,33.0000,10.7000,3.9342,19.1667,6.4923,1.7351,5.0000,339.0000,279.9484,115.2000,2.8000,50.0000,20.0000,32.0000,139.0000,13.3800,"1,798.0319",8.4000,12.0816,29.7036,30.0000,6.0000,51.9701,195.0011,184.8841,1.5001,76.2216,1.9925,111.9679,5.0000,30.0000,3.0000,65.2500,0.0200,3.0000,20.7500,3.8636,,,,,,,,,,
6-Mar-22,220.0000,9.0000,13.0000,3.4015,58.0529,"2,846.0614",170.0000,89.9824,122.4000,34.8893,230.2652,71.0550,138.3796,5.3800,33.0000,10.7000,3.9342,19.1667,6.4923,1.7351,5.0000,339.0000,279.9484,115.2000,2.8000,50.0000,20.0000,32.0000,139.0000,13.3800,"1,798.0319",8.4000,12.0816,29.7036,30.0000,6.0000,51.9701,195.0011,184.8841,1.5001,76.2216,1.9925,111.9679,5.0000,30.0000,3.0000,65.2500,0.0200,3.0000,20.7500,3.8636,,,,,,,,,,
7-Mar-22,211.7027,9.0000,13.0000,3.4908,60.1282,"3,245.0000",170.0000,89.9900,122.4000,34.8182,228.4295,70.4674,137.2458,5.4053,35.6250,10.7000,3.9471,19.1667,6.4923,1.7403,5.0000,339.0000,279.9463,127.2800,2.8837,50.1132,20.0000,34.0000,139.0371,12.5134,"1,798.0319",8.4000,12.5000,29.4397,30.0000,6.1500,51.9701,184.8667,184.3192,1.5005,76.0619,1.9963,111.9679,5.0000,29.5000,2.9652,65.2500,0.0200,2.9025,21.9194,3.6792,,,,,,,,,,
8-Mar-22,220.0000,9.0000,14.5000,3.4985,60.0438,"3,245.0000",170.0000,88.8984,102.0000,35.9676,221.9039,68.1076,138.4714,5.4100,36.0000,10.7000,3.9275,18.9000,7.0000,1.6543,5.0000,339.0000,278.7926,127.3000,3.2037,51.8000,22.5000,34.0000,139.0000,12.5029,"1,798.0319",8.4000,12.4905,28.6938,30.0000,6.2000,51.9701,181.0268,184.5056,1.4413,77.9604,1.9975,110.0000,5.0540,29.5000,2.8802,60.0000,0.0200,2.9813,21.3846,3.9380,,,,,,,,,,
9-Mar-22,220.0000,9.2857,15.5571,3.3995,60.1000,"3,245.0000",170.0000,89.0625,102.0000,35.9519,220.3689,65.6675,134.6271,5.6067,33.0000,10.7000,3.9025,18.9000,7.0000,1.6527,5.0000,339.0000,276.3284,127.3000,3.2638,52.0000,22.5000,34.0000,138.5115,12.5500,"1,750.0000",8.4000,12.5302,28.0339,30.0000,6.2000,52.0000,181.0268,184.0561,1.4708,78.0000,1.9929,110.0000,5.0000,29.5000,2.8027,60.0000,0.0200,3.0000,21.2222,3.9992,,,,,,,,,,
10-Mar-22,220.0000,9.8992,15.6000,3.4000,60.1514,"3,245.0000",170.0000,89.3182,102.0000,35.8799,224.0133,65.5557,133.6883,5.6067,32.0002,10.7000,3.9093,18.9000,7.0000,1.6515,5.0000,271.2000,278.5798,127.3000,3.2265,54.0300,22.5000,34.0000,140.9243,12.5000,"1,750.0000",8.4000,14.0000,28.1407,27.0000,6.2000,52.0000,182.1851,182.1099,1.4080,76.3984,1.9910,110.0000,5.0000,28.0000,2.8500,60.0000,0.0200,3.0000,21.1250,3.6513,,,,,,,,,,
11-Mar-22,234.6667,8.6503,15.6000,3.3658,60.2204,"3,245.0000",170.0000,89.5152,102.0000,35.8799,221.3293,64.9297,132.8607,5.4729,32.0135,10.7000,3.8514,19.5000,6.5286,1.6200,5.0000,271.2000,278.4705,127.3250,3.0227,52.0000,22.0227,34.0000,140.0924,12.5000,"1,750.0000",8.4000,12.4999,28.0459,30.0000,6.2000,52.0000,180.0263,181.4160,1.4100,76.0067,1.9910,110.0000,4.8000,28.0000,2.9500,60.0000,0.0200,3.0000,21.0000,3.9090,,,,,,,,,,
12-Mar-22,234.6667,8.6503,15.6000,3.3658,60.2204,"3,245.0000",170.0000,89.5152,102.0000,35.8799,221.3293,64.9297,132.8607,5.4729,32.0135,10.7000,3.8514,19.5000,6.5286,1.6200,5.0000,271.2000,278.4705,127.3250,3.0227,52.0000,22.0227,34.0000,140.0924,12.5000,"1,750.0000",8.4000,12.4999,28.0459,30.0000,6.2000,52.0000,180.0263,181.4160,1.4100,76.0067,1.9910,110.0000,4.8000,28.0000,2.9500,60.0000,0.0200,3.0000,21.0000,3.9090,,,,,,,,,,
13-Mar-22,234.6667,8.6503,15.6000,3.3658,60.2204,"3,245.0000",170.0000,89.5152,102.0000,35.8799,221.3293,64.9297,132.8607,5.4729,32.0135,10.7000,3.8514,19.5000,6.5286,1.6200,5.0000,271.2000,278.4705,127.3250,3.0227,52.0000,22.0227,34.0000,140.0924,12.5000,"1,750.0000",8.4000,12.4999,28.0459,30.0000,6.2000,52.0000,180.0263,181.4160,1.4100,76.0067,1.9910,110.0000,4.8000,28.0000,2.9500,60.0000,0.0200,3.0000,21.0000,3.9090,,,,,,,,,,
14-Mar-22,235.0000,7.3561,15.8667,3.4000,59.9680,"3,667.0000",170.0000,89.8125,102.0000,35.9975,210.2130,64.6296,132.4464,5.5758,32.0135,10.7000,3.8393,18.9000,7.0000,1.6200,5.0000,245.1241,278.3857,127.3250,3.0000,53.2209,22.0227,34.0000,140.0000,12.5000,"1,750.0000",8.4000,12.5000,27.9985,30.0000,6.2000,52.0000,180.0000,180.0768,1.4112,76.7000,1.9900,110.0000,4.8000,28.0000,3.0249,60.0000,0.0200,3.0000,21.0000,3.9699,,,,,,,,,,
15-Mar-22,220.0000,6.8722,15.8667,3.3981,59.1821,"3,667.0000",170.0000,89.5000,102.0000,35.0000,210.1960,62.6279,128.6338,5.3267,32.0135,10.7000,3.7045,18.9000,7.0000,1.6086,5.0000,245.0000,271.7672,127.0127,3.1333,53.2000,20.5000,34.0000,139.4444,12.5000,"1,750.0000",8.4000,11.0394,27.9183,31.9984,6.2000,52.0000,180.0000,180.7003,1.4070,76.7000,1.9000,110.0000,5.0000,28.0000,2.9266,60.0000,0.0200,3.0000,20.0000,3.6908,,,,,,,,,,
16-Mar-22,264.0000,6.2122,15.9000,3.4056,59.8397,"3,667.0000",170.0000,85.0000,120.0000,34.0000,210.0894,61.0109,120.4264,6.0000,32.0135,10.7000,3.6686,18.9000,7.0000,1.6045,5.0000,285.0000,270.3322,127.0127,3.0106,53.2000,20.5000,34.0000,139.4444,12.5000,"1,750.0000",8.4000,11.9896,26.9746,31.9984,6.2000,52.0000,175.0178,179.3962,1.3911,77.0000,1.9400,110.0000,5.0000,28.0000,2.9978,60.0000,0.0200,2.4608,20.0000,3.9972,,,,,,,,,,
17-Mar-22,220.0000,5.4158,15.9000,3.3899,59.9794,"3,667.0000",170.0000,85.0000,120.0000,34.0000,220.2448,61.0604,129.1856,6.0000,30.0000,10.7000,3.6700,18.9000,7.0000,1.6815,5.0000,295.0000,271.8337,127.0127,3.0943,53.2000,19.0000,33.5000,139.6780,12.5931,"1,750.0000",8.4000,11.9982,27.8375,33.4850,6.2000,52.0000,175.0000,180.0338,1.3996,80.0000,1.6009,110.0000,5.0000,28.0000,3.0000,60.0000,0.0200,2.4601,20.0459,4.0000,,,,,,,,,,
18-Mar-22,219.9978,6.4000,15.9218,3.3645,60.2555,"3,667.0000",170.0000,85.0000,120.0000,34.0000,227.1652,61.7491,135.0861,5.9333,30.0194,12.0000,3.6701,17.1075,7.0000,1.6900,5.0000,312.9808,292.9023,127.8571,2.7817,53.2000,20.2250,34.0000,140.0000,12.5600,"1,751.0000",8.4000,11.9976,28.2300,33.4850,6.3000,52.0000,179.5021,183.0827,1.4874,88.6424,1.6453,110.0000,5.0000,33.6000,3.0052,60.0000,0.0200,2.4601,20.8750,3.9954,,,,,,,,,,
19-Mar-22,219.9978,6.4000,15.9218,3.3645,60.2555,"3,667.0000",170.0000,85.0000,120.0000,34.0000,227.1652,61.7491,135.0861,5.9333,30.0194,12.0000,3.6701,17.1075,7.0000,1.6900,5.0000,312.9808,292.9023,127.8571,2.7817,53.2000,20.2250,34.0000,140.0000,12.5600,"1,751.0000",8.4000,11.9976,28.2300,33.4850,6.3000,52.0000,179.5021,183.0827,1.4874,88.6424,1.6453,110.0000,5.0000,33.6000,3.0052,60.0000,0.0200,2.4601,20.8750,3.9954,,,,,,,,,,
20-Mar-22,219.9978,6.4000,15.9218,3.3645,60.2555,"3,667.0000",170.0000,85.0000,120.0000,34.0000,227.1652,61.7491,135.0861,5.9333,30.0194,12.0000,3.6701,17.1075,7.0000,1.6900,5.0000,312.9808,292.9023,127.8571,2.7817,53.2000,20.2250,34.0000,140.0000,12.5600,"1,751.0000",8.4000,11.9976,28.2300,33.4850,6.3000,52.0000,179.5021,183.0827,1.4874,88.6424,1.6453,110.0000,5.0000,33.6000,3.0052,60.0000,0.0200,2.4601,20.8750,3.9954,,,,,,,,,,
21-Mar-22,260.0000,5.8041,16.0000,3.3428,66.8311,"3,667.0000",170.0000,86.3953,120.0000,34.0000,243.4582,65.9658,141.0050,5.9400,30.0194,12.0000,3.7040,18.0000,7.5556,1.6441,5.0000,311.4041,310.2801,127.8571,3.0004,53.2000,20.0000,34.0000,140.0000,12.5111,"1,750.0197",8.4000,11.7500,30.1447,34.6309,6.3367,62.0000,180.0000,188.0814,1.4902,85.0000,1.5438,110.0000,5.0000,33.6000,3.0152,60.0000,0.0200,2.6000,21.0000,4.1939,,,,,,,,,,
22-Mar-22,245.0000,6.1777,19.0000,3.0421,66.8311,"3,666.0000",170.0000,86.0413,120.0000,34.0000,248.8552,67.6774,142.1585,5.8855,30.0051,12.0000,3.7002,18.0300,7.4473,1.5530,5.0000,311.0000,330.0623,125.0816,3.0506,54.0000,19.5000,34.0000,140.1094,12.5006,"2,023.0000",8.4000,12.7321,30.1742,37.6957,6.3367,64.9333,180.0000,190.2502,1.3592,85.0148,1.6125,110.0000,4.8000,33.0000,3.0003,60.0000,0.0200,2.4071,20.5545,4.4000,,,,,,,,,,
23-Mar-22,231.2267,6.3742,18.9947,3.0897,65.4058,"3,666.0000",170.0000,85.0014,120.0000,33.5000,247.6077,65.1009,142.4382,5.7500,30.0000,13.0000,3.7066,17.2000,7.7259,1.5987,5.0000,275.0458,308.2753,125.0000,3.1961,54.0000,19.5000,34.0000,144.9977,12.5500,"1,900.0000",8.4000,12.0431,30.0664,37.6957,6.3367,62.0000,179.9661,190.0025,1.3038,89.8634,1.6469,111.0500,5.0000,28.0000,3.0000,60.0000,0.0200,2.8000,20.0000,4.3958,,,,,,,,,,
24-Mar-22,231.2500,7.0310,20.0000,3.0500,65.6015,"3,666.0000",170.0000,85.0000,120.0000,34.1154,246.4030,63.6164,141.2885,5.7500,30.0000,13.0000,3.7319,17.9999,8.2000,1.5000,6.0000,275.0458,305.2407,125.0000,3.1001,54.0000,20.5000,34.0000,144.7351,12.5500,"1,895.0000",7.0000,14.0000,30.1397,37.6957,6.3367,62.0000,179.9661,189.9631,1.4252,90.0500,1.6469,111.0500,5.0000,28.0000,3.0000,60.0000,0.0200,3.0000,19.4286,4.4650,,,,,,,,,,
25-Mar-22,231.1000,8.0496,19.0000,3.2031,68.7146,"3,666.0000",170.0000,85.0200,120.0000,36.0000,245.1410,63.0679,140.6958,5.3750,36.0000,13.0000,3.9022,17.9999,9.6804,1.3283,6.0000,299.9915,305.0963,130.0000,3.0351,54.0000,20.5000,34.0000,144.7000,13.0000,"1,895.0000",8.4000,12.0136,30.0972,37.7844,6.2000,62.0000,180.0000,189.0091,1.4351,95.9457,1.6500,111.0500,5.0000,28.0000,2.5552,60.0000,0.0200,3.0000,19.4286,4.3294,,,,,,,,,,
26-Mar-22,231.1000,8.0496,19.0000,3.2031,68.7146,"3,666.0000",170.0000,85.0200,120.0000,36.0000,245.1410,63.0679,140.6958,5.3750,36.0000,13.0000,3.9022,17.9999,9.6804,1.3283,6.0000,299.9915,305.0963,130.0000,3.0351,54.0000,20.5000,34.0000,144.7000,13.0000,"1,895.0000",8.4000,12.0136,30.0972,37.7844,6.2000,62.0000,180.0000,189.0091,1.4351,95.9457,1.6500,111.0500,5.0000,28.0000,2.5552,60.0000,0.0200,3.0000,19.4286,4.3294,,,,,,,,,,
27-Mar-22,231.1000,8.0496,19.0000,3.2031,68.7146,"3,666.0000",170.0000,85.0200,120.0000,36.0000,245.1410,63.0679,140.6958,5.3750,36.0000,13.0000,3.9022,17.9999,9.6804,1.3283,6.0000,299.9915,305.0963,130.0000,3.0351,54.0000,20.5000,34.0000,144.7000,13.0000,"1,895.0000",8.4000,12.0136,30.0972,37.7844,6.2000,62.0000,180.0000,189.0091,1.4351,95.9457,1.6500,111.0500,5.0000,28.0000,2.5552,60.0000,0.0200,3.0000,19.4286,4.3294,,,,,,,,,,
28-Mar-22,230.6250,8.4594,19.0014,3.2112,69.6088,"3,666.0000",170.0000,94.0000,120.0000,35.4697,245.0140,65.0967,139.9528,5.6136,36.0000,13.0000,3.8052,17.9999,9.0000,1.3801,6.0000,300.0000,306.0311,130.0000,2.8971,54.0000,20.9444,34.0000,144.7000,14.5500,"1,700.0000",8.4000,12.0266,30.1178,44.0000,6.4050,62.0000,180.0000,190.0270,1.4030,93.0263,1.6500,112.0500,5.0000,28.0000,2.5857,60.0000,0.0200,3.3204,19.5333,4.3776,,,,,,,,,,
29-Mar-22,220.0000,8.6656,20.0000,3.2500,69.7820,"3,666.0000",170.0000,90.3314,122.0000,36.0000,244.3939,68.2385,139.8132,5.6176,35.9528,13.0000,3.9459,17.9999,9.0000,1.3613,6.2000,316.7391,306.3841,130.0000,3.0025,54.0000,21.0000,34.0000,138.5331,12.5045,"1,700.0000",8.4000,11.8894,30.1137,44.0000,6.4100,62.0000,179.9910,210.4292,1.4369,93.9618,1.6500,112.0333,4.6004,33.0000,2.6044,55.0049,0.0200,3.3200,18.0010,4.3807,,,,,,,,,,
30-Mar-22,220.0000,8.6491,19.0030,3.2351,71.0000,"3,666.0000",180.0000,93.7832,122.0000,36.0000,241.9737,67.1789,139.2987,5.4588,35.9496,13.0000,4.5006,17.6375,8.9111,1.2588,6.2000,316.0000,306.4295,125.0000,3.0006,54.0000,21.0000,34.0000,139.9870,12.6500,"1,700.0000",8.4000,12.0000,30.1804,44.0000,6.4427,62.0000,180.0000,216.0408,1.4002,93.9618,1.6500,112.0333,4.8000,33.0000,2.8194,55.0000,0.0200,3.3200,19.7429,4.1016,,,,,,,,,,
31-Mar-22,220.0000,8.7255,20.0000,3.1194,72.0021,"3,665.0000",215.0000,90.6897,122.0000,36.0000,240.9214,69.8445,138.2422,5.6040,35.9500,13.0000,4.5071,18.0000,10.2613,1.3193,6.5000,299.9905,307.4921,125.0000,3.0000,53.9955,21.0000,34.0000,140.7662,14.5500,"1,800.0000",8.4000,12.0750,30.0281,42.0000,6.4500,55.0000,179.9092,221.5475,1.4000,96.1190,1.6500,112.0000,4.8000,33.5000,3.0500,60.0000,0.0200,3.3200,20.8603,4.2165,,,,,,,,,,
1-Apr-22,220.0000,9.0000,20.0000,3.1200,72.0000,"3,664.9563",215.0000,90.0586,122.1005,36.0000,241.6992,75.0000,137.7389,4.5219,35.6000,13.0000,4.8001,18.0000,11.0000,1.4267,6.5000,300.0000,306.0877,125.0000,3.0279,57.1250,21.0000,34.0000,140.3846,14.5500,"1,800.0000",8.4000,11.9937,29.9913,42.0000,6.5625,55.0000,179.7192,245.0000,1.3993,96.1190,1.6500,112.0000,5.5000,33.5000,3.0263,60.0000,0.0200,2.6609,20.9000,4.1927,,,,,,,,,,
2-Apr-22,220.0000,9.0000,20.0000,3.1200,72.0000,"3,664.9563",215.0000,90.0586,122.1005,36.0000,241.6992,75.0000,137.7389,4.5219,35.6000,13.0000,4.8001,18.0000,11.0000,1.4267,6.5000,300.0000,306.0877,125.0000,3.0279,57.1250,21.0000,34.0000,140.3846,14.5500,"1,800.0000",8.4000,11.9937,29.9913,42.0000,6.5625,55.0000,179.7192,245.0000,1.3993,96.1190,1.6500,112.0000,5.5000,33.5000,3.0263,60.0000,0.0200,2.6609,20.9000,4.1927,,,,,,,,,,
3-Apr-22,220.0000,9.0000,20.0000,3.1200,72.0000,"3,664.9563",215.0000,90.0586,122.1005,36.0000,241.6992,75.0000,137.7389,4.5219,35.6000,13.0000,4.8001,18.0000,11.0000,1.4267,6.5000,300.0000,306.0877,125.0000,3.0279,57.1250,21.0000,34.0000,140.3846,14.5500,"1,800.0000",8.4000,11.9937,29.9913,42.0000,6.5625,55.0000,179.7192,245.0000,1.3993,96.1190,1.6500,112.0000,5.5000,33.5000,3.0263,60.0000,0.0200,2.6609,20.9000,4.1927,,,,,,,,,,
4-Apr-22,220.0000,9.0085,20.0000,3.0500,78.1250,"3,664.0000",250.0000,90.0168,122.1005,34.5714,240.2978,75.0007,137.5309,4.5539,35.7815,13.0000,5.0884,18.0000,12.0219,1.4657,6.5000,299.9800,306.5615,125.0833,3.2000,56.7778,17.6000,34.0000,139.9507,13.7750,"1,800.0000",8.4000,11.9937,29.8984,42.0000,6.5700,66.0000,179.7031,255.7970,1.3921,96.0147,1.6500,112.0000,5.5000,33.5000,3.0106,60.5000,0.0200,2.3496,21.9130,4.0970,,,,,,,,,,
5-Apr-22,219.9900,9.1861,20.0000,3.1024,80.0938,"3,664.0000",250.0000,90.0000,122.1005,34.7500,240.4103,74.7824,136.3709,4.5515,41.0000,13.0000,5.8058,18.0000,12.5111,1.5382,6.6000,299.9800,310.2000,125.0833,3.2000,56.7778,18.0333,34.0000,135.0518,14.5500,"1,800.0000",8.4000,13.8889,29.5896,42.0000,6.5700,66.0000,179.7462,264.7164,1.3340,106.7000,1.9000,112.0000,6.0000,33.5000,3.0000,60.0000,0.0200,2.4757,19.0033,4.0961,,,,,,,,,,
6-Apr-22,219.9900,10.4368,20.0000,3.1267,80.0335,"3,662.9553",250.0000,89.9991,122.1005,34.0000,241.7146,71.0750,136.3856,5.4000,41.0000,13.0000,6.1006,18.0000,12.5768,1.4813,6.6000,289.9864,311.5854,125.0833,3.1250,56.8649,18.0000,34.0000,134.5000,14.5500,"2,056.9196",8.4000,13.5198,29.7505,42.0000,6.5000,72.0000,180.0000,273.5940,1.3567,107.3938,1.9000,112.0000,7.1000,33.5000,3.0506,60.0000,0.0200,2.6000,19.0040,4.0082,,,,,,,,,,
7-Apr-22,235.0000,9.0063,20.0000,3.1520,81.1433,"3,660.0000",250.0000,88.0000,122.1005,35.0999,244.2139,73.1729,138.1126,4.5460,45.0000,13.0000,6.6075,18.0000,12.5000,1.3257,6.0000,290.9745,313.4484,135.0000,2.9994,56.9500,18.0000,34.0000,135.0177,14.7265,"2,056.7500",8.4000,14.0000,29.3976,42.0000,6.5738,72.0000,180.3628,273.7821,1.3932,108.1621,1.9000,112.0000,7.1000,33.5000,3.0565,55.0000,0.0200,2.5235,22.7000,3.9991,,,,,,,,,,
8-Apr-22,235.0000,9.0008,19.8889,3.1513,90.8949,"3,659.9781",250.0000,89.0065,130.0500,35.0386,265.2546,76.1016,144.5729,4.6548,45.0000,13.0000,7.0805,18.0000,12.5000,1.5696,6.0000,300.0180,321.0333,135.0000,2.9479,57.0381,18.0000,34.0000,137.5170,15.1000,"2,056.7500",8.4000,16.0000,30.0055,42.0000,6.5738,73.6364,180.4586,282.0255,1.5055,120.0036,1.8975,112.0000,7.6400,33.5000,3.2517,55.0000,0.0200,2.5000,23.0834,4.0168,,,,,,,,,,
9-Apr-22,235.0000,9.0008,19.8889,3.1513,90.8949,"3,659.9781",250.0000,89.0065,130.0500,35.0386,265.2546,76.1016,144.5729,4.6548,45.0000,13.0000,7.0805,18.0000,12.5000,1.5696,6.0000,300.0180,321.0333,135.0000,2.9479,57.0381,18.0000,34.0000,137.5170,15.1000,"2,056.7500",8.4000,16.0000,30.0055,42.0000,6.5738,73.6364,180.4586,282.0255,1.5055,120.0036,1.8975,112.0000,7.6400,33.5000,3.2517,55.0000,0.0200,2.5000,23.0834,4.0168,,,,,,,,,,
10-Apr-22,235.0000,9.0008,19.8889,3.1513,90.8949,"3,659.9781",250.0000,89.0065,130.0500,35.0386,265.2546,76.1016,144.5729,4.6548,45.0000,13.0000,7.0805,18.0000,12.5000,1.5696,6.0000,300.0180,321.0333,135.0000,2.9479,57.0381,18.0000,34.0000,137.5170,15.1000,"2,056.7500",8.4000,16.0000,30.0055,42.0000,6.5738,73.6364,180.4586,282.0255,1.5055,120.0036,1.8975,112.0000,7.6400,33.5000,3.2517,55.0000,0.0200,2.5000,23.0834,4.0168,,,,,,,,,,
11-Apr-22,235.0000,9.4333,19.9811,3.4935,100.0050,"3,659.9781",250.0000,90.0097,150.0000,35.0420,280.9891,81.0929,150.0777,5.0640,48.8600,13.0000,7.1394,18.0000,12.5000,1.5437,6.0000,300.0000,325.0959,135.0000,3.1461,57.0381,16.6667,34.0000,137.5170,18.1000,"2,056.7500",8.4000,19.2000,31.2322,42.0000,6.6988,73.6364,181.0000,282.2088,1.5522,144.0000,1.8992,112.0000,8.0000,33.5000,3.2557,61.0000,0.0200,2.6000,21.0000,4.0418,,,,,,,,,,
12-Apr-22,239.5452,10.2227,20.0000,3.5062,111.3014,"3,659.9781",250.0000,95.7770,155.0000,39.6444,304.9109,94.7508,178.6328,5.0095,46.2375,15.6000,7.3084,18.3000,12.5000,1.5705,6.0000,360.0000,352.2434,135.0000,3.1841,59.7500,17.0000,34.0000,139.9733,19.3781,"2,059.8176",8.4000,20.6241,37.2844,44.0000,7.5000,75.0000,181.0448,284.5769,1.7910,146.6596,1.9000,112.0000,7.0192,31.7250,3.8841,61.0000,0.0200,2.7298,23.0442,4.0878,,,,,,,,,,
13-Apr-22,287.4500,10.4776,20.0000,3.7012,128.6261,"3,660.0000",250.0000,111.2441,155.0000,39.9844,320.0230,112.4321,204.9780,5.6607,49.9122,15.6000,7.7030,20.0250,11.5566,1.7085,6.0000,400.0000,387.8004,135.0000,3.2001,64.8485,17.0000,34.0000,154.4016,19.5091,"2,059.8176",8.4000,20.4816,39.9620,44.0000,7.5000,75.9125,212.6629,299.4718,1.8976,174.7703,1.9000,132.0000,7.2045,32.5750,4.1851,60.5586,0.0200,3.2009,23.5000,4.1107,,,,,,,,,,
14-Apr-22,344.9000,11.4942,23.0401,4.0474,147.6902,"3,660.0000",250.0000,133.2353,155.0000,39.5261,353.0882,119.1481,205.0463,5.9000,54.8750,17.1750,7.9258,22.0000,12.0000,1.8727,7.2000,399.9999,407.9675,135.0000,3.3230,64.0141,19.4000,34.0000,160.0227,20.0000,"2,060.0000",8.5100,20.7979,44.0281,44.0000,7.5000,75.9125,214.0000,299.9360,2.0001,180.7031,1.9000,132.0000,7.4848,26.9000,4.2779,63.3784,0.0200,2.6643,26.2766,4.5000,,,,,,,,,,
15-Apr-22,344.9000,11.4942,23.0401,4.0474,147.6902,"3,660.0000",250.0000,133.2353,155.0000,39.5261,353.0882,119.1481,205.0463,5.9000,54.8750,17.1750,7.9258,22.0000,12.0000,1.8727,7.2000,399.9999,407.9675,135.0000,3.3230,64.0141,19.4000,34.0000,160.0227,20.0000,"2,060.0000",8.5100,20.7979,44.0281,44.0000,7.5000,75.9125,214.0000,299.9360,2.0001,180.7031,1.9000,132.0000,7.4848,26.9000,4.2779,63.3784,0.0200,2.6643,26.2766,4.5000,,,,,,,,,,
16-Apr-22,344.9000,11.4942,23.0401,4.0474,147.6902,"3,660.0000",250.0000,133.2353,155.0000,39.5261,353.0882,119.1481,205.0463,5.9000,54.8750,17.1750,7.9258,22.0000,12.0000,1.8727,7.2000,399.9999,407.9675,135.0000,3.3230,64.0141,19.4000,34.0000,160.0227,20.0000,"2,060.0000",8.5100,20.7979,44.0281,44.0000,7.5000,75.9125,214.0000,299.9360,2.0001,180.7031,1.9000,132.0000,7.4848,26.9000,4.2779,63.3784,0.0200,2.6643,26.2766,4.5000,,,,,,,,,,
